Epoch,G_Loss,D_Loss
1,8.0920120375497,1.5730820315224783
2,3.4911759785243444,1.151020061969757
3,2.451518269947597,1.1801881722041538
4,2.2045973096575056,1.1946166140692576
5,2.826158366884504,0.9946852905409677
6,3.6216204302651542,0.9859561732837132
7,3.0823856013161794,0.8753309335027423
8,2.6817431960787093,1.1873084562165397
9,3.0286695786884854,1.0344841650554113
10,2.8140797410692486,1.1552014419010708
11,2.615845230647496,1.1957753113337926
12,2.728762183870588,1.0259038652692523
13,3.103093481063843,0.9515905891145978
14,3.1355011531284878,1.0708994814327786
15,2.5141740764890397,0.9974268930298942
16,2.340373774937221,1.1368211388587952
17,2.496559694835118,0.9899171216147287
18,3.3490461928503854,0.8942171931266785
19,2.4491256407329014,1.0528036594390868
20,2.3992371661322456,1.117806899547577
21,2.6145093168531144,1.1528836284364974
22,2.3162568467003957,1.0671120166778565
23,2.7185451814106534,1.0842036690030779
24,2.5459387949534826,1.0968457239014762
25,2.8154942103794642,1.2135870575904846
26,2.474582246371678,1.149358992917197
27,2.438110991886684,1.0174412199429104
28,2.5711354800633024,1.083893370628357
29,2.532614885057722,1.0105779409408568
30,2.6383940390178133,1.0876398529325213
31,2.613649787221636,0.986819337095533
32,2.6434877020972114,0.9680313570158822
33,2.6797394582203458,0.936696766104017
34,2.851883023125785,1.0674487301281521
35,2.5557739870888847,0.9648490480014256
36,2.9105417762483867,0.9753632443291801
37,2.6159060989107403,0.9465113707951137
38,2.7250372682298933,0.8422865424837385
39,3.223772699492318,0.8506913525717599
40,2.8479077679770333,0.9101619822638375
41,2.9891997269221715,0.9357093589646476
42,2.937879388672965,0.8550223895481655
43,3.039288442475455,0.8822499854224068
44,2.6997633014406475,0.8657653263636997
45,2.715184201513018,0.8473685230527606
46,2.809040764399937,0.8968147584370204
47,2.8515425613948278,0.9265100990022932
48,2.7256423609597342,0.9264545900481088
49,2.7442589112690516,0.8995604174477714
50,2.910685992240906,0.9747237988880703
51,2.82528703212738,1.0084660461970738
52,2.870835086277553,0.9626822556768145
53,2.8249533551079886,0.9377356392996652
54,2.698238900729588,0.9586719870567322
55,2.6960392372948783,0.9410871829305376
56,2.9263390166418892,0.987068053654262
57,2.9424794912338257,0.9805029153823852
58,2.7016808101109095,0.88719151530947
59,2.7016151905059815,0.9099540863718305
60,2.727702287265233,0.9671028716223581
61,2.6743686267307827,0.9525403720991952
62,2.53412116255079,0.9441811697823661
63,2.617856994697026,1.0111650824546814
64,2.62840462071555,0.9807226862226214
65,2.5927325453077046,1.0008455174309867
66,2.4399240289415633,0.9608019471168519
67,2.6105675390788488,0.9993151681763786
68,2.507480219432286,1.0071795599801199
69,2.5025378261293683,1.005518788950784
70,2.6933211156300136,1.0421211208615984
71,2.384938999584743,1.0241147552217755
72,2.427214683805193,0.9705769606998988
73,2.515666934422084,1.0177572182246617
74,2.354655146598816,1.0413998688970294
75,2.401146640096392,0.9941496559551783
76,2.5844816310065135,0.9896334103175572
77,2.451245495251247,1.041996363231114
78,2.2467558196612765,0.9744160567011152
79,2.786645562308175,1.0150674411228724
80,2.390653271334512,1.0158139382089888
81,2.5472014461244856,0.9934905682291303
82,2.467656537464687,1.0201803684234618
83,2.416827814919608,1.0041167497634889
84,2.4383579918316434,1.0194943019321987
85,2.2603263446262907,1.0228121638298036
86,2.4995801278523038,1.0916798744882856
87,2.364995404652187,0.9948818973132543
88,2.296631165061678,1.0118359872273037
89,2.2855161258152554,0.9856552686010088
90,2.5225710238729206,1.0512177859033858
91,2.3187704495021273,0.9909582206181118
92,2.2592661585126605,0.9800071631159101
93,2.3111864532743183,1.0010860630444118
94,2.185329352106367,0.9861293384007045
95,2.3238657116889954,1.049809353692191
96,2.404287477902004,1.001757846559797
97,2.268077165739877,0.9711493475096566
98,2.2781032664435252,0.9402826803071158
99,2.477129650115967,1.0262015989848545
100,2.2920466678483145,1.0004918541227068
101,2.346010249001639,0.9751615064484732
102,2.2523111411503383,0.9560588615281241
103,2.294283069883074,0.9590298533439636
104,2.3598185096468245,0.9978840470314025
105,2.3718268735068184,0.9562860914639064
106,2.32930394921984,0.986742889881134
107,2.3888283593314035,1.0169874719211034
108,2.4367251362119404,0.9414348483085633
109,2.2843604598726546,0.9666004538536072
